,source,hyperlink,house_is,property_subtype,price,sale,rooms_number,area,kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,land_plot_surface,facades_number,swimming_pool_has,building_state,unmerged_postcode
57344,6,8912006,False,GROUND-FLOOR,375000,,1.0,100.0,False,False,False,False,0.0,False,0.0,0.0,17.0,0.0,False,GOOD,1060
57347,6,8904703,False,APARTMENT,190000,,1.0,65.0,True,False,False,True,2.0,False,0.0,0.0,65.0,0.0,False,TO RENOVATE,1180
57348,6,8859532,False,APARTMENT,330000,,3.0,126.0,True,False,False,True,14.0,False,0.0,0.0,126.0,0.0,False,GOOD,1000
57350,6,8849916,False,APARTMENT,440000,,2.0,155.0,True,False,False,False,0.0,False,0.0,0.0,155.0,0.0,False,TO RENOVATE,1000
57351,6,8857915,False,APARTMENT,450000,,3.0,150.0,True,False,False,False,0.0,False,0.0,0.0,150.0,0.0,False,GOOD,1000
57356,6,8913741,False,FLAT,138000,,0.0,30.0,True,True,False,False,0.0,False,0.0,0.0,30.0,0.0,False,AS NEW,1000
57358,6,8953389,False,APARTMENT,375000,,2.0,85.0,True,False,False,True,5.0,False,0.0,0.0,85.0,0.0,False,GOOD,1180
57359,6,8926341,False,APARTMENT,460000,,2.0,150.0,True,False,True,False,0.0,False,0.0,0.0,150.0,0.0,False,GOOD,1170
57370,6,8795676,False,DUPLEX,475000,,2.0,109.0,True,False,False,True,11.0,False,0.0,0.0,109.0,0.0,False,AS NEW,1050
57371,6,8618046,False,APARTMENT,488000,,3.0,141.0,True,False,False,True,14.0,False,0.0,0.0,141.0,0.0,False,,1180
57372,6,8618047,False,APARTMENT,495000,,3.0,141.0,True,False,False,True,14.0,False,0.0,0.0,141.0,0.0,False,,1180
57373,6,8618045,False,APARTMENT,535000,,3.0,151.0,True,False,False,True,24.0,True,62.0,0.0,151.0,0.0,False,,1180
57377,6,8414122,False,APARTMENT,769000,,2.0,142.0,True,False,False,True,30.0,False,0.0,0.0,142.0,0.0,False,,1180
57378,6,8879595,False,PENTHOUSE,990000,,3.0,130.0,True,False,False,True,52.0,False,0.0,0.0,130.0,0.0,False,AS NEW,1050
57380,6,8762324,False,APARTMENT,1590000,,2.0,220.0,False,False,True,True,0.0,False,0.0,0.0,220.0,0.0,False,RENOVATED,1180
57381,6,8615027,False,PENTHOUSE,2950000,,5.0,415.0,True,False,False,True,220.0,False,0.0,0.0,415.0,0.0,False,,1150
57394,6,8930744,False,APARTMENT,185000,,2.0,85.0,True,False,False,False,0.0,False,0.0,0.0,85.0,0.0,False,GOOD,1080
57397,6,8883087,False,APARTMENT,199000,,1.0,60.0,True,False,False,False,0.0,False,0.0,0.0,60.0,0.0,False,RENOVATED,1081
57399,6,8926104,False,APARTMENT,220000,,2.0,85.0,True,False,False,False,0.0,False,0.0,0.0,6.0,0.0,False,RENOVATED,1030
57400,6,8818755,False,APARTMENT,225000,,2.0,90.0,True,False,False,False,0.0,False,0.0,0.0,90.0,0.0,False,AS NEW,1070
57418,6,8866272,False,APARTMENT,285000,,2.0,93.0,True,False,False,True,2.0,False,0.0,0.0,2.0,0.0,False,GOOD,1030
57424,6,8945165,False,APARTMENT,315000,,1.0,76.0,True,False,False,False,0.0,False,0.0,0.0,76.0,0.0,False,GOOD,1050
57428,6,8915912,False,TRIPLEX,339000,,3.0,160.0,True,False,False,False,0.0,False,0.0,0.0,9.0,0.0,False,GOOD,1020
57431,6,8949344,False,APARTMENT,360000,,2.0,85.0,True,False,False,True,5.0,False,0.0,0.0,8.0,0.0,False,GOOD,1040
57432,6,8936074,False,APARTMENT,379000,,3.0,141.0,True,False,False,False,0.0,False,0.0,0.0,141.0,0.0,False,RENOVATED,1180
57436,6,8851453,False,PENTHOUSE,459000,,2.0,110.0,True,False,False,True,39.0,False,0.0,0.0,110.0,0.0,False,GOOD,1150
57441,6,8931046,False,PENTHOUSE,545000,,3.0,0.0,True,False,True,True,15.0,False,0.0,0.0,10.0,0.0,False,GOOD,1180
57442,6,8700739,False,APARTMENT,575000,,4.0,220.0,True,False,False,False,0.0,False,0.0,0.0,10.0,0.0,False,AS NEW,1000
57443,6,8847252,False,PENTHOUSE,620000,,4.0,199.0,True,False,False,True,10.0,False,0.0,0.0,199.0,0.0,False,GOOD,1160
57446,6,8911131,False,APARTMENT,665000,,3.0,0.0,True,True,False,True,35.0,False,0.0,0.0,18.0,0.0,False,GOOD,1050
57447,6,8728907,False,GROUND-FLOOR,695000,,3.0,160.0,True,False,False,True,44.0,True,100.0,0.0,160.0,0.0,False,TO RENOVATE,1180
57448,6,8938927,False,APARTMENT,750000,,2.0,165.0,True,False,False,True,0.0,False,0.0,0.0,165.0,0.0,False,GOOD,1050
57451,6,8905436,False,GROUND-FLOOR,1350000,,3.0,228.0,True,False,False,True,61.0,False,0.0,0.0,228.0,0.0,False,AS NEW,1180
57452,6,8911087,False,APARTMENT,294500,,2.0,93.0,True,False,False,True,8.0,False,0.0,0.0,93.0,0.0,False,,1180
57453,6,8911086,False,APARTMENT,302500,,2.0,93.0,True,False,False,True,8.0,False,0.0,0.0,93.0,0.0,False,,1180
57454,6,8936973,False,LOFT,449500,,3.0,190.0,True,False,True,True,10.0,False,0.0,0.0,190.0,0.0,False,TO RENOVATE,1000
57455,6,8813227,False,APARTMENT,695000,,1.0,101.0,False,False,False,True,12.0,False,0.0,0.0,101.0,0.0,False,AS NEW,1000
57457,6,8912003,False,APARTMENT,260000,,2.0,70.0,True,False,False,False,0.0,False,0.0,0.0,70.0,0.0,False,,1040
57458,6,8912009,False,GROUND-FLOOR,775000,,4.0,375.0,True,False,False,False,0.0,False,0.0,0.0,375.0,0.0,False,TO RENOVATE,1000
57459,6,8920883,False,APARTMENT,360000,,2.0,110.0,True,False,False,True,46.0,False,0.0,0.0,110.0,0.0,False,,1030
57461,6,8848462,False,APARTMENT,449000,,3.0,137.0,True,False,False,True,8.0,False,0.0,0.0,137.0,0.0,False,AS NEW,1200
57464,6,8616837,False,APARTMENT,310000,,1.0,55.0,True,True,False,True,3.0,False,0.0,0.0,55.0,0.0,False,AS NEW,1000
57465,6,8902829,False,APARTMENT,1420000,,2.0,180.0,True,False,False,True,70.0,False,0.0,0.0,180.0,0.0,False,,1050
57466,6,8631544,False,FLAT,120000,,1.0,40.0,True,False,False,True,11.0,False,0.0,0.0,40.0,0.0,False,AS NEW,1180
57468,6,8948343,False,APARTMENT,280000,,1.0,56.0,True,True,False,True,3.0,False,0.0,0.0,56.0,0.0,False,AS NEW,1160
57469,6,8888722,False,APARTMENT,600000,,2.0,128.0,True,False,False,True,16.0,False,0.0,0.0,128.0,0.0,False,AS NEW,1060
57470,6,8905312,False,APARTMENT,189000,,2.0,90.0,True,False,False,False,0.0,False,0.0,0.0,90.0,0.0,False,GOOD,1000
57478,6,8906785,False,APARTMENT,249999,,3.0,110.0,True,False,True,True,7.0,False,0.0,0.0,110.0,0.0,False,GOOD,1080
57484,6,8848307,False,APARTMENT,365000,,3.0,120.0,True,False,False,False,0.0,False,0.0,0.0,120.0,0.0,False,AS NEW,1150
57485,6,8951445,False,APARTMENT,380000,,3.0,154.0,True,False,False,True,35.0,False,0.0,0.0,154.0,0.0,False,TO RENOVATE,1180
57486,6,8875103,False,APARTMENT,395000,,2.0,190.0,True,False,False,False,0.0,False,0.0,0.0,2.0,0.0,False,TO RENOVATE,1000
57487,6,8913864,False,GROUND-FLOOR,465000,,1.0,72.0,True,False,False,True,15.0,False,0.0,0.0,72.0,0.0,False,AS NEW,1000
57488,6,8926572,False,APARTMENT,470000,,2.0,122.0,True,False,False,True,15.0,False,0.0,0.0,122.0,0.0,False,,1150
57492,6,8890384,False,DUPLEX,455000,,5.0,165.0,True,False,False,True,0.0,False,0.0,0.0,165.0,0.0,False,RENOVATED,1000
57493,6,8921947,False,APARTMENT,580000,,2.0,134.0,True,False,False,True,18.0,False,0.0,0.0,134.0,0.0,False,AS NEW,1160
57494,6,8812248,False,APARTMENT,649000,,2.0,112.0,True,False,False,True,5.0,False,0.0,0.0,112.0,0.0,False,AS NEW,1000
57495,6,8917071,False,APARTMENT,660000,,2.0,185.0,True,False,False,True,0.0,False,0.0,0.0,185.0,0.0,False,GOOD,1000
57496,6,8917072,False,APARTMENT,660000,,2.0,185.0,True,False,False,True,0.0,False,0.0,0.0,185.0,0.0,False,GOOD,1050
57502,6,8804069,False,APARTMENT,150000,,1.0,74.0,False,False,False,True,8.0,False,0.0,0.0,74.0,0.0,False,TO RENOVATE,1090
57505,6,8651756,False,FLAT,169000,,0.0,41.0,True,False,False,True,5.0,False,0.0,0.0,41.0,0.0,False,TO RENOVATE,1150
57514,6,8766749,False,PENTHOUSE,245000,,2.0,100.0,True,False,False,True,5.0,False,0.0,0.0,100.0,0.0,False,,1190
57517,6,8912017,False,APARTMENT,295000,,1.0,60.0,False,False,False,False,0.0,False,0.0,0.0,60.0,0.0,False,,1050
57518,6,8853701,False,APARTMENT,395000,,3.0,154.0,True,False,False,True,35.0,False,0.0,0.0,154.0,0.0,False,TO RENOVATE,1180
57521,6,8513135,False,APARTMENT,550000,,3.0,160.0,True,False,True,False,0.0,False,0.0,0.0,3.0,0.0,False,AS NEW,1150
57522,6,8592795,False,APARTMENT,830000,,4.0,175.0,True,False,False,True,17.0,False,0.0,0.0,175.0,0.0,False,AS NEW,1180
57528,6,8826285,False,APARTMENT,680000,,3.0,175.0,True,False,False,True,0.0,False,0.0,0.0,175.0,0.0,False,GOOD,1000
57531,6,8947362,False,PENTHOUSE,395000,,2.0,130.0,True,False,False,True,0.0,False,0.0,0.0,130.0,0.0,False,GOOD,1180
57536,6,8934486,False,APARTMENT,295000,,2.0,120.0,True,False,False,True,51.0,False,0.0,0.0,120.0,0.0,False,GOOD,1000
57547,6,8894764,False,APARTMENT,215000,,2.0,65.0,True,False,False,True,3.0,False,0.0,0.0,65.0,0.0,False,GOOD,1030
57549,6,8615014,False,APARTMENT,244500,,1.0,74.0,True,False,False,True,14.0,False,0.0,0.0,74.0,0.0,False,,1180
57550,6,8615068,False,APARTMENT,274500,,1.0,75.0,True,False,False,True,6.0,False,0.0,0.0,75.0,0.0,False,,1180
57551,6,8835568,False,APARTMENT,279500,,1.0,75.0,True,False,False,True,6.0,False,0.0,0.0,75.0,0.0,False,,1180
57552,6,8673964,False,APARTMENT,284500,,1.0,75.0,True,False,False,True,6.0,False,0.0,0.0,75.0,0.0,False,,1180
57553,6,8830505,False,DUPLEX,295000,,2.0,115.0,True,False,False,True,19.0,True,87.0,0.0,115.0,0.0,False,,1020
57554,6,8615038,False,DUPLEX,295000,,2.0,115.0,True,False,False,True,19.0,True,87.0,0.0,115.0,0.0,False,,1020
57555,6,8673962,False,APARTMENT,299500,,2.0,92.0,True,False,False,True,11.0,False,0.0,0.0,92.0,0.0,False,,1180
57556,6,8553740,False,DUPLEX,305000,,3.0,123.0,True,False,False,True,11.0,True,58.0,0.0,123.0,0.0,False,,1082
57557,6,8760023,False,APARTMENT,307500,,2.0,97.0,True,False,False,True,6.0,False,0.0,0.0,97.0,0.0,False,,1180
57558,6,8673966,False,GROUND-FLOOR,309500,,2.0,84.0,True,False,False,True,15.0,True,64.0,0.0,84.0,0.0,False,,1180
57559,6,8834597,False,DUPLEX,325000,,3.0,103.0,True,False,False,False,0.0,False,0.0,0.0,103.0,0.0,False,AS NEW,1000
57560,6,8760027,False,APARTMENT,339500,,2.0,99.0,True,False,False,True,7.0,False,0.0,0.0,99.0,0.0,False,,1180
57561,6,8673965,False,APARTMENT,339500,,2.0,98.0,True,False,False,True,6.0,False,0.0,0.0,98.0,0.0,False,,1180
57563,6,8760025,False,GROUND-FLOOR,345000,,1.0,82.0,True,False,False,True,8.0,False,0.0,0.0,82.0,0.0,False,,1050
57564,6,8615026,False,APARTMENT,349500,,3.0,111.0,True,False,False,True,7.0,False,0.0,0.0,111.0,0.0,False,,1180
57565,6,8615018,False,PENTHOUSE,354500,,2.0,96.0,True,False,False,True,25.0,False,0.0,0.0,96.0,0.0,False,,1180
57566,6,8615017,False,APARTMENT,379500,,2.0,109.0,True,False,False,True,19.0,False,0.0,0.0,109.0,0.0,False,,1180
57567,6,8615024,False,APARTMENT,384500,,3.0,122.0,True,False,False,True,9.0,False,0.0,0.0,122.0,0.0,False,,1180
57568,6,8615064,False,APARTMENT,399500,,3.0,116.0,True,False,False,True,9.0,False,0.0,0.0,116.0,0.0,False,,1180
57569,6,8760029,False,APARTMENT,409500,,3.0,116.0,True,False,False,True,9.0,False,0.0,0.0,116.0,0.0,False,,1180
57570,6,8840637,False,APARTMENT,450000,,2.0,90.0,True,False,False,True,8.0,False,0.0,0.0,90.0,0.0,False,AS NEW,1150
57571,6,8615082,False,DUPLEX,475000,,2.0,109.0,True,False,False,True,12.0,False,0.0,0.0,109.0,0.0,False,,1050
57572,6,8703133,False,PENTHOUSE,476000,,3.0,156.0,True,False,False,True,43.0,False,0.0,0.0,156.0,0.0,False,AS NEW,1130
57573,6,8703132,False,PENTHOUSE,476000,,3.0,156.0,True,False,False,True,43.0,False,0.0,0.0,156.0,0.0,False,AS NEW,1140
57574,6,8703131,False,PENTHOUSE,476000,,3.0,156.0,True,False,False,True,43.0,False,0.0,0.0,156.0,0.0,False,AS NEW,1140
57575,6,8615011,False,APARTMENT,550000,,3.0,135.0,True,False,False,True,38.0,True,344.0,0.0,135.0,0.0,True,,1180
57582,6,8943510,False,APARTMENT,205000,,1.0,60.0,True,False,False,False,0.0,False,0.0,0.0,60.0,0.0,False,TO RENOVATE,1210
57584,6,8856286,False,APARTMENT,300000,,2.0,96.0,True,False,False,True,10.0,False,0.0,0.0,96.0,0.0,False,AS NEW,1180
57585,6,8764243,False,APARTMENT,565000,,3.0,184.0,False,False,False,False,0.0,False,0.0,0.0,3.0,0.0,False,AS NEW,1150
57588,6,8864947,False,FLAT,99999,,0.0,42.0,True,False,False,True,7.0,False,0.0,0.0,42.0,0.0,False,TO RENOVATE,1080
57593,6,8936152,False,DUPLEX,315000,,3.0,145.0,True,False,False,True,27.0,False,0.0,0.0,145.0,0.0,False,AS NEW,1083
57596,6,8897426,False,APARTMENT,895000,,3.0,325.0,True,False,False,True,6.0,False,0.0,0.0,325.0,0.0,False,GOOD,1040
57597,6,8946856,False,APARTMENT,1290000,,4.0,280.0,True,False,False,True,0.0,False,0.0,0.0,280.0,0.0,False,AS NEW,1050
57598,6,8715154,False,APARTMENT,990000,,3.0,220.0,True,False,False,False,0.0,False,0.0,0.0,220.0,0.0,False,RENOVATED,1050
57600,6,8933724,False,APARTMENT,530000,,1.0,95.0,False,False,False,True,12.0,False,0.0,0.0,95.0,0.0,False,,1040
57601,6,8933726,False,APARTMENT,595000,,2.0,136.0,False,False,False,False,0.0,False,0.0,0.0,136.0,0.0,False,,1040
57603,6,8821410,False,APARTMENT,1249000,,3.0,210.0,True,False,True,False,0.0,False,0.0,0.0,210.0,0.0,False,AS NEW,1000
57604,6,8943409,False,PENTHOUSE,1290000,,3.0,200.0,True,False,False,True,0.0,False,0.0,0.0,200.0,0.0,False,AS NEW,1000
57605,6,8826789,False,APARTMENT,129000,,0.0,50.0,False,False,False,False,0.0,False,0.0,0.0,50.0,0.0,False,GOOD,1210
57609,6,8853657,False,APARTMENT,105000,,1.0,50.0,True,False,False,False,0.0,False,0.0,0.0,2.0,0.0,False,TO RENOVATE,1090
57611,6,8819277,False,FLAT,130000,,1.0,40.0,True,False,False,True,7.0,False,0.0,0.0,40.0,0.0,False,GOOD,1180
57616,6,8735530,False,FLAT,165000,,1.0,34.0,True,False,False,False,0.0,False,0.0,0.0,34.0,0.0,False,TO RENOVATE,1050
57633,6,8856533,False,APARTMENT,202000,,2.0,75.0,True,False,False,True,2.0,False,0.0,0.0,75.0,0.0,False,GOOD,1070
57634,6,8167742,False,APARTMENT,210000,,1.0,97.0,True,False,False,True,20.0,False,0.0,0.0,97.0,0.0,False,AS NEW,1030
57638,6,8821136,False,APARTMENT,219000,,2.0,79.0,True,False,False,False,0.0,False,0.0,0.0,79.0,0.0,False,GOOD,1082
57639,6,8890573,False,APARTMENT,220000,,3.0,100.0,True,False,False,False,0.0,False,0.0,0.0,100.0,0.0,False,GOOD,1070
57644,6,8835910,False,APARTMENT,230000,,2.0,95.0,True,False,False,True,2.0,False,0.0,0.0,95.0,0.0,False,,1090
57645,6,8850746,False,APARTMENT,235000,,2.0,140.0,True,False,False,True,20.0,False,0.0,0.0,140.0,0.0,False,RENOVATED,1080
57646,6,8787860,False,APARTMENT,235000,,2.0,75.0,True,False,False,True,2.0,False,0.0,0.0,75.0,0.0,False,TO RENOVATE,1190
57648,6,8753628,False,APARTMENT,244000,,2.0,86.0,True,False,False,True,18.0,False,0.0,0.0,1.0,0.0,False,GOOD,1200
57652,6,8848349,False,FLAT,250000,,0.0,42.0,True,False,False,False,0.0,False,0.0,0.0,42.0,0.0,False,AS NEW,1000
57658,6,8918993,False,APARTMENT,275000,,0.0,75.0,False,False,False,False,0.0,False,0.0,0.0,75.0,0.0,False,TO RENOVATE,1180
57659,6,8874426,False,APARTMENT,275000,,0.0,75.0,False,False,False,False,0.0,False,0.0,0.0,75.0,0.0,False,TO RENOVATE,1180
57664,6,8793644,False,APARTMENT,280000,,2.0,105.0,True,False,False,True,6.0,False,0.0,0.0,7.0,0.0,False,GOOD,1180
57668,6,8754558,False,APARTMENT,295000,,2.0,110.0,True,False,False,True,28.0,False,0.0,0.0,110.0,0.0,False,TO RENOVATE,1180
57673,6,8765049,False,APARTMENT,320000,,2.0,90.0,True,False,False,False,0.0,False,0.0,0.0,90.0,0.0,False,GOOD,1050
57674,6,8119343,False,APARTMENT,320000,,2.0,80.0,True,True,False,True,8.0,False,0.0,0.0,80.0,0.0,False,AS NEW,1140
57675,6,8376042,False,PENTHOUSE,320000,,1.0,50.0,False,True,False,True,35.0,False,0.0,0.0,50.0,0.0,False,AS NEW,1160
57680,6,8690502,False,APARTMENT,340000,,3.0,160.0,True,False,False,True,0.0,False,0.0,0.0,160.0,0.0,False,AS NEW,1083
57681,6,8876361,False,PENTHOUSE,350000,,2.0,115.0,True,False,False,True,3.0,True,300.0,0.0,115.0,0.0,False,GOOD,1150
57682,6,8770622,False,APARTMENT,350000,,2.0,106.0,True,False,False,True,15.0,False,0.0,0.0,106.0,0.0,False,AS NEW,1200
57684,6,8848350,False,APARTMENT,370000,,1.0,72.0,True,False,False,True,10.0,False,0.0,0.0,72.0,0.0,False,AS NEW,1000
57685,6,8800063,False,APARTMENT,370000,,3.0,113.0,True,False,False,False,0.0,False,0.0,0.0,113.0,0.0,False,TO RENOVATE,1180
57686,6,8539383,False,PENTHOUSE,379000,,1.0,77.0,True,False,False,True,16.0,False,0.0,0.0,77.0,0.0,False,AS NEW,1000
57687,6,8914799,False,PENTHOUSE,380000,,3.0,130.0,True,False,False,True,4.0,False,0.0,0.0,130.0,0.0,False,,1190
57688,6,8897447,False,APARTMENT,385000,,2.0,105.0,True,False,False,True,8.0,False,0.0,0.0,105.0,0.0,False,AS NEW,1000
57689,6,8921473,False,APARTMENT,385000,,2.0,105.0,True,False,False,True,8.0,False,0.0,0.0,105.0,0.0,False,AS NEW,1050
57690,6,8905325,False,APARTMENT,390000,,2.0,82.0,True,False,False,True,10.0,False,0.0,0.0,6.0,0.0,False,GOOD,1040
57691,6,8923470,False,APARTMENT,390000,,2.0,90.0,True,False,False,True,6.0,False,0.0,0.0,90.0,0.0,False,GOOD,1200
57692,6,8008613,False,APARTMENT,395000,,2.0,156.0,True,False,False,True,18.0,False,0.0,0.0,156.0,0.0,False,AS NEW,1000
57693,6,8761470,False,APARTMENT,399000,,2.0,100.0,True,False,False,True,10.0,False,0.0,0.0,100.0,0.0,False,AS NEW,1000
57694,6,8860039,False,APARTMENT,409000,,2.0,100.0,True,False,False,True,10.0,False,0.0,0.0,100.0,0.0,False,AS NEW,1000
57696,6,8048883,False,DUPLEX,433000,,4.0,201.0,True,False,False,True,14.0,False,0.0,0.0,201.0,0.0,False,,1070
57697,6,8884051,False,APARTMENT,495000,,2.0,166.0,True,False,False,True,20.0,False,0.0,0.0,166.0,0.0,False,GOOD,1150
57698,6,8869448,False,APARTMENT,500000,,3.0,150.0,True,False,False,True,13.0,False,0.0,0.0,150.0,0.0,False,,1200
57699,6,8811605,False,APARTMENT,500000,,3.0,150.0,True,False,False,True,13.0,False,0.0,0.0,150.0,0.0,False,,1200
57702,6,8858623,False,APARTMENT,560000,,3.0,180.0,True,False,False,True,4.0,False,0.0,0.0,180.0,0.0,False,TO RENOVATE,1050
57704,6,8104679,False,APARTMENT,595000,,3.0,170.0,True,False,False,True,7.0,False,0.0,0.0,170.0,0.0,False,AS NEW,1050
57706,6,8598209,False,PENTHOUSE,650000,,5.0,190.0,True,False,False,True,0.0,False,0.0,0.0,10.0,0.0,False,AS NEW,1150
57707,6,8901665,False,PENTHOUSE,680000,,3.0,165.0,True,False,False,True,0.0,False,0.0,0.0,165.0,0.0,True,GOOD,1050
57708,6,8901666,False,PENTHOUSE,680000,,3.0,165.0,True,False,False,True,0.0,False,0.0,0.0,165.0,0.0,True,GOOD,1170
57710,6,8519238,False,APARTMENT,730000,,3.0,220.0,True,False,False,True,43.0,False,0.0,0.0,220.0,0.0,False,AS NEW,1160
57711,6,8902838,False,APARTMENT,765000,,2.0,210.0,True,False,False,True,6.0,False,0.0,0.0,210.0,0.0,False,GOOD,1050
57712,6,8027451,False,APARTMENT,850000,,2.0,136.0,True,False,False,True,20.0,False,0.0,0.0,136.0,0.0,False,AS NEW,1050
57713,6,8846657,False,APARTMENT,925000,,3.0,146.0,True,False,False,True,32.0,False,0.0,0.0,146.0,0.0,False,AS NEW,1160
57714,6,8845573,False,PENTHOUSE,998000,,2.0,145.0,True,False,False,True,82.0,False,0.0,0.0,145.0,0.0,False,AS NEW,1160
57715,6,8557833,False,PENTHOUSE,1245000,,4.0,214.0,True,False,False,True,25.0,False,0.0,0.0,214.0,0.0,False,GOOD,1050
57716,6,8703028,False,APARTMENT,1290000,,6.0,340.0,True,False,True,True,14.0,False,0.0,0.0,16.0,0.0,False,AS NEW,1050
57717,6,7912368,False,APARTMENT,1350000,,4.0,360.0,True,False,False,True,0.0,False,0.0,0.0,360.0,0.0,True,GOOD,1180
57718,6,8846655,False,PENTHOUSE,1390000,,3.0,211.0,True,False,False,True,190.0,False,0.0,0.0,211.0,0.0,False,AS NEW,1160
57719,6,8610423,False,APARTMENT,1650000,,4.0,288.0,True,False,False,True,0.0,False,0.0,0.0,288.0,0.0,False,GOOD,1000
57720,6,8900015,False,APARTMENT,1650000,,4.0,288.0,True,False,False,True,0.0,False,0.0,0.0,288.0,0.0,False,GOOD,1040
57728,6,8934187,False,APARTMENT,290000,,1.0,67.0,True,False,False,True,0.0,False,0.0,0.0,67.0,0.0,False,GOOD,1000
57730,6,8846732,False,APARTMENT,475000,,3.0,120.0,True,False,False,True,10.0,False,0.0,0.0,120.0,0.0,False,AS NEW,1180
57733,6,8793413,False,APARTMENT,290000,,2.0,93.0,True,False,False,True,2.0,False,0.0,0.0,93.0,0.0,False,TO RENOVATE,1050
57734,6,8935707,False,APARTMENT,350000,,3.0,92.0,True,False,False,True,25.0,False,0.0,0.0,92.0,0.0,False,GOOD,1170
57736,6,8899828,False,APARTMENT,459000,,4.0,187.0,True,False,False,True,24.0,False,0.0,0.0,187.0,0.0,False,,1190
57737,6,8945791,False,FLAT,185000,,0.0,42.0,True,False,False,True,4.0,False,0.0,0.0,42.0,0.0,False,GOOD,1180
57738,6,8888821,False,APARTMENT,455000,,2.0,93.0,True,False,False,False,0.0,False,0.0,0.0,93.0,0.0,False,AS NEW,1000
57740,6,7854734,False,APARTMENT,275000,,2.0,106.0,True,False,False,True,0.0,False,0.0,0.0,106.0,0.0,False,AS NEW,1070
57741,6,8825413,False,FLAT,283500,,0.0,43.0,True,False,False,True,12.0,False,0.0,0.0,43.0,0.0,False,AS NEW,1050
57742,6,8742697,False,APARTMENT,290000,,1.0,78.0,True,False,False,True,38.0,True,144.0,0.0,78.0,0.0,False,AS NEW,1180
57743,6,8408608,False,APARTMENT,290000,,1.0,78.0,True,False,False,True,38.0,True,144.0,0.0,78.0,0.0,False,AS NEW,1180
57744,6,7854735,False,APARTMENT,335000,,3.0,133.0,True,False,False,True,0.0,False,0.0,0.0,133.0,0.0,False,AS NEW,1070
57745,6,8844543,False,DUPLEX,479000,,2.0,135.0,True,False,False,True,43.0,False,0.0,0.0,135.0,0.0,False,AS NEW,1200
57746,6,8813784,False,APARTMENT,602000,,3.0,123.0,True,False,False,True,11.0,False,0.0,0.0,123.0,0.0,False,AS NEW,1050
57759,6,8951834,False,APARTMENT,305000,,3.0,93.0,True,True,False,True,8.0,False,0.0,0.0,3.0,0.0,False,AS NEW,1070
57763,6,8909620,False,DUPLEX,345000,,1.0,67.0,True,True,False,True,15.0,False,0.0,0.0,67.0,0.0,False,AS NEW,1000
57771,6,8548880,False,APARTMENT,775000,,3.0,223.0,True,False,False,True,0.0,False,0.0,0.0,223.0,0.0,False,RENOVATED,1050
57772,6,8824466,False,APARTMENT,790000,,3.0,180.0,True,False,False,True,5.0,False,0.0,0.0,180.0,0.0,False,RENOVATED,1180
57773,6,8561057,False,APARTMENT,890000,,3.0,200.0,True,False,False,True,50.0,False,0.0,0.0,200.0,0.0,False,AS NEW,1180
57774,6,8937154,False,TRIPLEX,890000,,5.0,460.0,True,False,False,True,40.0,True,50.0,0.0,18.0,0.0,False,AS NEW,1190
57775,6,8937458,False,APARTMENT,950000,,3.0,239.0,True,False,False,True,0.0,False,0.0,0.0,239.0,0.0,False,AS NEW,1050
57776,6,8937446,False,PENTHOUSE,975000,,4.0,300.0,True,False,True,True,19.0,False,0.0,0.0,60.0,0.0,True,AS NEW,1180
57778,6,8771251,False,PENTHOUSE,1290000,,3.0,200.0,True,False,False,True,23.0,False,0.0,0.0,200.0,0.0,False,AS NEW,1000
57779,6,8734619,False,LOFT,1445000,,3.0,305.0,True,False,False,True,80.0,False,0.0,0.0,305.0,0.0,False,AS NEW,1050
57781,6,8919089,False,APARTMENT,345000,,2.0,115.0,True,False,False,True,13.0,False,0.0,0.0,115.0,0.0,False,GOOD,1180
57784,6,8847249,False,APARTMENT,345000,,2.0,75.0,True,False,False,True,20.0,True,100.0,0.0,75.0,0.0,False,AS NEW,1150
57787,6,8943407,False,APARTMENT,310000,,2.0,77.0,True,False,False,False,0.0,False,0.0,0.0,77.0,0.0,False,GOOD,1000
57788,6,8944754,False,GROUND-FLOOR,440000,,2.0,127.0,True,False,False,True,37.0,True,126.0,0.0,6.0,0.0,False,GOOD,1180
57789,6,8950745,False,APARTMENT,1050000,,3.0,196.0,False,False,True,True,28.0,False,0.0,0.0,196.0,0.0,False,AS NEW,1180
57792,6,8903564,False,APARTMENT,379000,,2.0,97.0,True,False,False,True,14.0,False,0.0,0.0,97.0,0.0,False,AS NEW,1200
57793,6,8903551,False,APARTMENT,445000,,2.0,99.0,True,False,False,True,10.0,False,0.0,0.0,99.0,0.0,False,AS NEW,1200
57794,6,8892309,False,APARTMENT,541000,,2.0,138.0,True,False,False,True,12.0,False,0.0,0.0,138.0,0.0,False,AS NEW,1200
57795,6,8892316,False,PENTHOUSE,625000,,3.0,154.0,True,False,False,True,105.0,False,0.0,0.0,154.0,0.0,False,AS NEW,1180
57796,6,8892308,False,PENTHOUSE,650000,,3.0,159.0,True,False,False,True,94.0,False,0.0,0.0,159.0,0.0,False,AS NEW,1160
57797,6,8903565,False,PENTHOUSE,754500,,2.0,159.0,True,False,False,True,74.0,False,0.0,0.0,159.0,0.0,False,AS NEW,1200
57799,6,8726885,False,PENTHOUSE,795000,,2.0,0.0,True,False,False,True,87.0,False,0.0,0.0,0.0,0.0,False,AS NEW,1150
