property_subtype,price,rooms_number,area,unmerged_postcode
EXCEPTIONAL-PROPERTY,990000,5.0,494.0,1020
VILLA,1250000,4.0,280.0,1150
MIXED-USE-BUILDING,1350000,3.0,423.0,1040
EXCEPTIONAL-PROPERTY,3250000,7.0,435.0,1160
EXCEPTIONAL-PROPERTY,890000,5.0,450.0,1180
MANSION,1740000,5.0,365.0,1180
HOUSE,1850000,7.0,460.0,1180
VILLA,2600000,6.0,430.0,1180
MIXED-USE-BUILDING,388000,3.0,237.0,1080
EXCEPTIONAL-PROPERTY,1650000,5.0,460.0,1180
HOUSE,545000,5.0,280.0,1200
HOUSE,1200000,4.0,305.0,1180
MANSION,1175000,4.0,275.0,1000
EXCEPTIONAL-PROPERTY,2590000,7.0,540.0,1180
HOUSE,680000,6.0,233.0,1150
HOUSE,995000,3.0,175.0,1050
HOUSE,1050000,4.0,300.0,1050
VILLA,2650000,5.0,600.0,1180
HOUSE,695000,8.0,210.0,1000
APARTMENT-BLOCK,1350000,7.0,400.0,1000
HOUSE,450000,3.0,125.0,1170
HOUSE,590000,5.0,192.0,1170
HOUSE,475000,4.0,196.0,1040
VILLA,1750000,4.0,247.0,1150
VILLA,895000,5.0,0.0,1000
MIXED-USE-BUILDING,1500000,6.0,521.0,1000
VILLA,1295000,4.0,250.0,1150
HOUSE,695000,4.0,170.0,1150
HOUSE,825000,3.0,192.0,1060
HOUSE,885000,6.0,225.0,1150
HOUSE,890000,6.0,350.0,1040
HOUSE,945000,6.0,400.0,1030
HOUSE,960000,5.0,370.0,1040
HOUSE,1150000,6.0,423.0,1040
MANSION,1350000,5.0,595.0,1190
MANSION,1395000,5.0,330.0,1050
HOUSE,1695000,4.0,485.0,1200
VILLA,1750000,5.0,220.0,1150
HOUSE,1790000,6.0,450.0,1050
MANSION,1795000,6.0,375.0,1040
EXCEPTIONAL-PROPERTY,1880000,7.0,400.0,1150
MANSION,2295000,7.0,600.0,1050
VILLA,1080000,4.0,250.0,1180
HOUSE,1175000,6.0,340.0,1150
HOUSE,1890000,8.0,450.0,1150
HOUSE,1950000,4.0,450.0,1180
MANSION,2600000,5.0,557.0,1050
VILLA,1280000,3.0,290.0,1180
HOUSE,340000,6.0,203.0,1050
HOUSE,615000,3.0,165.0,1170
MANSION,770000,5.0,259.0,1000
HOUSE,800000,6.0,303.0,1030
HOUSE,1590000,4.0,334.0,1050
TOWN-HOUSE,390000,3.0,165.0,1190
VILLA,1695000,4.0,450.0,1180
HOUSE,375000,4.0,258.0,1020
APARTMENT-BLOCK,495000,5.0,166.0,1180
HOUSE,670000,4.0,195.0,1180
HOUSE,885000,6.0,225.0,1150
MANSION,1350000,5.0,450.0,1050
MIXED-USE-BUILDING,1500000,7.0,520.0,1000
VILLA,2450000,6.0,400.0,1150
HOUSE,398000,2.0,100.0,1180
APARTMENT-BLOCK,490000,4.0,160.0,1050
EXCEPTIONAL-PROPERTY,920000,3.0,295.0,1030
HOUSE,369000,4.0,160.0,1070
MANSION,1500000,5.0,0.0,1050
HOUSE,1395000,4.0,250.0,1180
APARTMENT-BLOCK,785000,6.0,233.0,1040
MIXED-USE-BUILDING,475000,4.0,190.0,1190
HOUSE,525000,4.0,141.0,1160
HOUSE,565000,3.0,247.0,1180
APARTMENT-BLOCK,735000,4.0,272.0,1000
MANSION,1275000,5.0,600.0,1040
HOUSE,1350000,6.0,495.0,1190
MANSION,1650000,4.0,444.0,1000
EXCEPTIONAL-PROPERTY,1650000,6.0,310.0,1050
HOUSE,1790000,5.0,380.0,1180
HOUSE,2495000,4.0,500.0,1180
TOWN-HOUSE,365000,6.0,210.0,1070
HOUSE,895000,5.0,235.0,1000
HOUSE,900000,4.0,220.0,1180
HOUSE,1550000,4.0,350.0,1180
HOUSE,1690000,4.0,335.0,1050
VILLA,700000,3.0,155.0,1180
VILLA,1280000,6.0,320.0,1070
TOWN-HOUSE,679000,4.0,220.0,1180
APARTMENT-BLOCK,435000,4.0,204.0,1080
HOUSE,495000,2.0,170.0,1060
HOUSE,595000,5.0,240.0,1180
HOUSE,645000,5.0,225.0,1030
HOUSE,830000,3.0,165.0,1180
APARTMENT-BLOCK,925000,9.0,300.0,1160
HOUSE,990000,5.0,298.0,1150
HOUSE,1150000,6.0,280.0,1050
HOUSE,1575000,5.0,400.0,1050
VILLA,1800000,6.0,415.0,1180
MANSION,1980000,5.0,500.0,1050
VILLA,1990000,4.0,400.0,1180
HOUSE,2450000,4.0,430.0,1180
HOUSE,295000,1.0,75.0,1180
HOUSE,365000,3.0,135.0,1090
HOUSE,535000,3.0,150.0,1070
HOUSE,565000,4.0,314.0,1090
HOUSE,640000,6.0,250.0,1030
TOWN-HOUSE,675000,5.0,180.0,1170
HOUSE,699000,3.0,217.0,1180
VILLA,1395000,4.0,355.0,1180
VILLA,1595000,4.0,400.0,1200
EXCEPTIONAL-PROPERTY,2395000,5.0,551.0,1150
HOUSE,2450000,9.0,590.0,1150
VILLA,1295000,4.0,250.0,1150
APARTMENT-BLOCK,1350000,10.0,540.0,1000
HOUSE,881000,5.0,290.0,1030
APARTMENT-BLOCK,700000,8.0,300.0,1090
HOUSE,1650000,5.0,310.0,1050
APARTMENT-BLOCK,750000,0.0,350.0,1070
EXCEPTIONAL-PROPERTY,1460000,2.0,362.0,1000
HOUSE,590000,4.0,180.0,1180
HOUSE,550000,3.0,176.0,1200
EXCEPTIONAL-PROPERTY,837000,3.0,162.0,1180
EXCEPTIONAL-PROPERTY,1100000,4.0,210.0,1180
VILLA,1280000,4.0,300.0,1180
MANSION,1300000,4.0,300.0,1050
HOUSE,1395000,4.0,250.0,1180
HOUSE,1990000,4.0,450.0,1180
VILLA,2250000,4.0,400.0,1150
HOUSE,499000,4.0,150.0,1180
HOUSE,650000,4.0,191.0,1180
APARTMENT-BLOCK,795000,7.0,325.0,1140
MIXED-USE-BUILDING,860000,6.0,300.0,1160
HOUSE,1080000,4.0,370.0,1180
HOUSE,1900000,5.0,285.0,1180
APARTMENT-BLOCK,149000,1.0,140.0,1140
HOUSE,360000,4.0,219.0,1080
HOUSE,449000,4.0,120.0,1060
HOUSE,475000,5.0,175.0,1180
MIXED-USE-BUILDING,495000,5.0,250.0,1060
APARTMENT-BLOCK,695000,4.0,180.0,1000
HOUSE,695000,4.0,202.0,1180
HOUSE,700000,5.0,253.0,1060
HOUSE,720000,4.0,168.0,1150
HOUSE,750000,4.0,230.0,1200
HOUSE,845000,6.0,294.0,1200
HOUSE,850000,4.0,220.0,1150
VILLA,1190000,4.0,260.0,1180
VILLA,1375000,5.0,290.0,1150
HOUSE,1495000,3.0,530.0,1180
VILLA,1550000,6.0,600.0,1180
MANSION,1575000,5.0,457.0,1050
VILLA,1695000,7.0,493.0,1150
HOUSE,2295000,6.0,600.0,1050
EXCEPTIONAL-PROPERTY,2350000,5.0,550.0,1180
EXCEPTIONAL-PROPERTY,3800000,7.0,600.0,1150
VILLA,599000,5.0,400.0,1070
HOUSE,650000,4.0,180.0,1150
HOUSE,895000,5.0,331.0,1200
HOUSE,1260000,4.0,260.0,1180
HOUSE,1650000,6.0,306.0,1050
HOUSE,390000,2.0,120.0,1083
HOUSE,740000,4.0,200.0,1180
TOWN-HOUSE,480000,3.0,180.0,1180
TOWN-HOUSE,520000,6.0,250.0,1082
TOWN-HOUSE,590000,4.0,0.0,1170
APARTMENT-BLOCK,1880000,7.0,450.0,1150
VILLA,2195000,5.0,480.0,1180
HOUSE,324000,4.0,135.0,1030
EXCEPTIONAL-PROPERTY,485000,4.0,153.0,1120
HOUSE,640000,4.0,220.0,1180
HOUSE,660000,4.0,283.0,1050
HOUSE,755000,3.0,0.0,1180
HOUSE,1100000,4.0,320.0,1150
HOUSE,1200000,8.0,380.0,1180
HOUSE,1650000,4.0,300.0,1180
VILLA,2350000,5.0,550.0,1180
HOUSE,1100000,5.0,255.0,1170
TOWN-HOUSE,720000,4.0,190.0,1180
VILLA,1275000,6.0,330.0,1180
APARTMENT-BLOCK,435000,4.0,220.0,1210
HOUSE,310000,2.0,95.0,1120
HOUSE,525000,3.0,122.0,1200
APARTMENT-BLOCK,750000,3.0,220.0,1180
APARTMENT-BLOCK,775000,5.0,220.0,1200
HOUSE,1050000,4.0,359.0,1050
APARTMENT-BLOCK,1150000,4.0,230.0,1000
MANSION,1790000,5.0,450.0,1050
VILLA,2350000,5.0,530.0,1180
VILLA,2350000,4.0,470.0,1180
VILLA,2495000,5.0,400.0,1180
VILLA,3800000,7.0,600.0,1150
HOUSE,315000,6.0,180.0,1080
HOUSE,1421000,5.0,350.0,1150
APARTMENT-BLOCK,395000,0.0,185.0,1020
VILLA,2450000,5.0,500.0,1150
HOUSE,915000,3.0,190.0,1150
HOUSE,345000,3.0,117.0,1070
HOUSE,395000,5.0,200.0,1080
VILLA,649000,4.0,150.0,1180
VILLA,650000,3.0,190.0,1180
HOUSE,1850000,5.0,465.0,1180
HOUSE,535000,3.0,160.0,1200
HOUSE,980000,5.0,0.0,1150
HOUSE,1850000,5.0,425.0,1050
HOUSE,365000,3.0,125.0,1020
HOUSE,2650000,7.0,550.0,1200
HOUSE,495000,4.0,200.0,1130
HOUSE,795000,5.0,250.0,1030
VILLA,1395000,4.0,358.0,1180
VILLA,5950000,6.0,480.0,1150
HOUSE,465000,3.0,110.0,1150
APARTMENT-BLOCK,399000,5.0,240.0,1070
HOUSE,1280000,3.0,270.0,1180
VILLA,1280000,3.0,300.0,1180
MANSION,850000,5.0,366.0,1050
MANSION,789000,5.0,220.0,1200
MANSION,590000,5.0,245.0,1000
HOUSE,590000,5.0,245.0,1080
HOUSE,595000,3.0,150.0,1170
EXCEPTIONAL-PROPERTY,900000,4.0,525.0,1070
HOUSE,1325000,6.0,380.0,1150
MANSION,1650000,6.0,325.0,1050
VILLA,1750000,5.0,598.0,1180
HOUSE,350000,3.0,100.0,1082
HOUSE,375000,3.0,134.0,1030
HOUSE,425000,3.0,145.0,1170
VILLA,2250000,5.0,448.0,1150
HOUSE,385000,4.0,242.0,1080
HOUSE,1150000,7.0,500.0,1070
MIXED-USE-BUILDING,495000,3.0,248.0,1081
APARTMENT-BLOCK,1290000,2.0,0.0,1120
HOUSE,399000,3.0,140.0,1050
HOUSE,755000,5.0,220.0,1200
HOUSE,1290000,6.0,340.0,1180
VILLA,1790000,6.0,475.0,1180
HOUSE,2995000,4.0,550.0,1180
EXCEPTIONAL-PROPERTY,3500000,4.0,542.0,1180
HOUSE,675000,5.0,205.0,1060
HOUSE,895000,5.0,236.0,1000
HOUSE,895000,5.0,236.0,1180
APARTMENT-BLOCK,995000,5.0,330.0,1000
MIXED-USE-BUILDING,1000000,3.0,440.0,1180
MANSION,1195000,4.0,295.0,1050
MANSION,1390000,5.0,300.0,1000
MANSION,1390000,5.0,300.0,1050
MIXED-USE-BUILDING,1400000,4.0,430.0,1040
APARTMENT-BLOCK,1500000,10.0,600.0,1200
HOUSE,1500000,10.0,600.0,1200
VILLA,1595000,4.0,400.0,1200
HOUSE,3800000,8.0,600.0,1150
HOUSE,279000,6.0,177.0,1090
APARTMENT-BLOCK,365000,4.0,145.0,1070
APARTMENT-BLOCK,429000,4.0,202.0,1080
HOUSE,755000,4.0,260.0,1160
MANSION,1350000,8.0,460.0,1040
APARTMENT-BLOCK,1390000,5.0,390.0,1050
HOUSE,1490000,4.0,420.0,1050
VILLA,2650000,3.0,480.0,1180
VILLA,2990000,5.0,500.0,1180
MIXED-USE-BUILDING,425000,5.0,236.0,1070
HOUSE,565000,4.0,200.0,1083
HOUSE,817000,4.0,250.0,1050
HOUSE,650000,4.0,180.0,1180
HOUSE,710000,6.0,250.0,1200
HOUSE,475000,5.0,290.0,1140
HOUSE,475000,5.0,290.0,1200
HOUSE,560000,4.0,150.0,1170
TOWN-HOUSE,595000,4.0,196.0,1160
MIXED-USE-BUILDING,895000,8.0,590.0,1030
VILLA,1280000,4.0,260.0,1180
HOUSE,1650000,6.0,323.0,1050
HOUSE,420000,3.0,155.0,1180
HOUSE,695000,6.0,250.0,1000
HOUSE,695000,6.0,250.0,1210
HOUSE,698000,4.0,180.0,1150
VILLA,795000,3.0,170.0,1180
APARTMENT-BLOCK,800000,4.0,415.0,1050
HOUSE,1200000,6.0,245.0,1200
APARTMENT-BLOCK,1300000,9.0,400.0,1070
VILLA,1395000,5.0,315.0,1160
MANSION,1495000,6.0,370.0,1050
MANSION,1750000,10.0,600.0,1000
MANSION,1950000,4.0,573.0,1050
APARTMENT-BLOCK,2200000,7.0,520.0,1050
VILLA,3500000,5.0,542.0,1180
HOUSE,575000,4.0,190.0,1190
HOUSE,699000,5.0,246.0,1150
HOUSE,400000,2.0,165.0,1190
APARTMENT-BLOCK,750000,4.0,190.0,1040
HOUSE,1990000,6.0,300.0,1180
MIXED-USE-BUILDING,369000,4.0,240.0,1060
HOUSE,895000,5.0,260.0,1170
HOUSE,710000,6.0,250.0,1030
HOUSE,885000,6.0,225.0,1150
VILLA,2990000,5.0,500.0,1180
TOWN-HOUSE,579000,5.0,200.0,1180
TOWN-HOUSE,620000,3.0,140.0,1180
HOUSE,449000,4.0,236.0,1070
HOUSE,450000,5.0,240.0,1080
HOUSE,370000,6.0,200.0,1210
APARTMENT-BLOCK,650000,6.0,456.0,1080
HOUSE,775000,4.0,275.0,1050
HOUSE,1695000,4.0,360.0,1150
MIXED-USE-BUILDING,875000,8.0,325.0,1030
HOUSE,1385000,4.0,310.0,1180
VILLA,2495000,5.0,400.0,1180
EXCEPTIONAL-PROPERTY,1900000,5.0,300.0,1180
HOUSE,490000,8.0,295.0,1040
HOUSE,1350000,5.0,385.0,1050
HOUSE,550000,4.0,200.0,1180
APARTMENT-BLOCK,1050000,11.0,0.0,1020
VILLA,3900000,6.0,600.0,1180
MIXED-USE-BUILDING,495777,5.0,170.0,1050
MANSION,825000,5.0,265.0,1030
HOUSE,825000,3.0,192.0,1060
APARTMENT-BLOCK,999000,3.0,112.0,1000
VILLA,1050000,5.0,280.0,1150
APARTMENT-BLOCK,1195000,5.0,302.0,1200
VILLA,1325000,5.0,400.0,1150
HOUSE,350000,3.0,119.0,1040
HOUSE,750000,0.0,190.0,1040
HOUSE,450000,4.0,263.0,1083
HOUSE,450000,4.0,140.0,1200
HOUSE,1200000,5.0,280.0,1200
VILLA,2450000,4.0,430.0,1180
MIXED-USE-BUILDING,645000,5.0,425.0,1030
HOUSE,1295000,5.0,292.0,1150
VILLA,2950000,5.0,600.0,1180
HOUSE,510000,3.0,180.0,1180
HOUSE,380000,2.0,130.0,1020
HOUSE,400000,4.0,170.0,1190
HOUSE,420000,4.0,210.0,1070
HOUSE,600000,5.0,247.0,1190
EXCEPTIONAL-PROPERTY,700000,4.0,260.0,1180
HOUSE,750000,4.0,167.0,1150
HOUSE,850000,4.0,185.0,1200
HOUSE,1100000,5.0,255.0,1170
MANSION,1290000,5.0,490.0,1180
VILLA,1380000,5.0,330.0,1180
VILLA,1650000,5.0,335.0,1180
HOUSE,370000,3.0,120.0,1120
HOUSE,449000,3.0,150.0,1083
APARTMENT-BLOCK,699000,3.0,140.0,1083
HOUSE,575000,4.0,120.0,1170
APARTMENT-BLOCK,693000,3.0,245.0,1030
VILLA,1800000,6.0,354.0,1180
HOUSE,530000,6.0,300.0,1070
APARTMENT-BLOCK,530000,6.0,297.0,1070
HOUSE,645000,5.0,425.0,1030
MIXED-USE-BUILDING,890000,9.0,313.0,1060
VILLA,2200000,5.0,588.0,1180
MANSION,2350000,4.0,500.0,1050
HOUSE,890000,5.0,190.0,1180
MIXED-USE-BUILDING,619000,5.0,0.0,1000
HOUSE,515000,4.0,180.0,1020
COUNTRY-COTTAGE,625000,4.0,319.0,1070
MANSION,1350000,9.0,450.0,1150
HOUSE,315000,2.0,120.0,1083
HOUSE,335000,3.0,120.0,1083
HOUSE,710000,4.0,340.0,1190
APARTMENT-BLOCK,750000,3.0,0.0,1190
APARTMENT-BLOCK,1400000,8.0,600.0,1190
VILLA,1890000,8.0,450.0,1150
HOUSE,1985000,5.0,430.0,1180
VILLA,2600000,5.0,400.0,1180
MANSION,2950000,7.0,600.0,1150
MIXED-USE-BUILDING,1000000,2.0,430.0,1030
HOUSE,1475000,5.0,367.0,1050
APARTMENT-BLOCK,395000,4.0,200.0,1030
HOUSE,315000,2.0,0.0,1180
MANSION,489000,5.0,303.0,1190
HOUSE,530000,4.0,165.0,1160
HOUSE,825000,3.0,192.0,1060
MIXED-USE-BUILDING,875000,10.0,500.0,1080
APARTMENT-BLOCK,985000,5.0,275.0,1050
MIXED-USE-BUILDING,1100000,6.0,430.0,1030
APARTMENT,380000,2.0,87.0,1160
APARTMENT,295000,1.0,65.0,1180
APARTMENT,450000,3.0,126.0,1160
PENTHOUSE,585500,4.0,153.0,1180
APARTMENT,425000,3.0,125.0,1200
APARTMENT,495000,4.0,165.0,1050
APARTMENT,850000,3.0,227.0,1050
APARTMENT,975000,2.0,180.0,1000
APARTMENT,1395000,3.0,315.0,1190
APARTMENT,630000,3.0,160.0,1160
PENTHOUSE,1500000,3.0,220.0,1180
APARTMENT,300000,3.0,123.0,1080
APARTMENT,370000,2.0,101.0,1140
APARTMENT,275000,2.0,100.0,1020
APARTMENT,295000,2.0,105.0,1020
APARTMENT,335500,1.0,70.0,1160
APARTMENT,501500,2.0,102.0,1160
APARTMENT,465000,1.0,80.0,1000
APARTMENT,515000,2.0,100.0,1050
APARTMENT,775000,2.0,223.0,1050
APARTMENT,695000,2.0,113.0,1160
APARTMENT,370000,2.0,120.0,1050
APARTMENT,449000,3.0,139.0,1200
APARTMENT,435000,2.0,108.0,1050
APARTMENT,450000,2.0,110.0,1180
APARTMENT,455000,3.0,146.0,1200
APARTMENT,485000,3.0,114.0,1000
APARTMENT,595000,2.0,170.0,1180
APARTMENT,815000,3.0,243.0,1180
APARTMENT,325000,1.0,80.0,1060
APARTMENT,469000,4.0,160.0,1050
DUPLEX,365500,2.0,80.0,1180
APARTMENT,442525,3.0,122.0,1140
APARTMENT,690000,2.0,172.0,1050
APARTMENT,1500000,3.0,220.0,1180
APARTMENT,435000,3.0,140.0,1200
APARTMENT,1125000,2.0,200.0,1180
APARTMENT,350000,3.0,125.0,1000
APARTMENT,450000,2.0,120.0,1050
APARTMENT,200000,1.0,77.0,1120
APARTMENT,312000,1.0,66.0,1160
APARTMENT,395000,4.0,152.0,1200
PENTHOUSE,625000,3.0,164.0,1200
APARTMENT,135000,1.0,60.0,1020
APARTMENT,139000,1.0,48.0,1081
APARTMENT,249000,4.0,106.0,1140
APARTMENT,395000,3.0,128.0,1200
APARTMENT,335000,3.0,125.0,1070
APARTMENT,338000,3.0,125.0,1070
APARTMENT,458000,3.0,109.0,1200
APARTMENT,665000,4.0,180.0,1180
APARTMENT,290000,2.0,91.0,1200
LOFT,690000,3.0,222.0,1190
APARTMENT,270000,1.0,55.0,1200
APARTMENT,282500,1.0,73.0,1180
APARTMENT,412500,2.0,100.0,1180
APARTMENT,975000,2.0,180.0,1000
APARTMENT,210000,1.0,66.0,1130
PENTHOUSE,455000,5.0,165.0,1000
APARTMENT,610000,3.0,167.0,1050
PENTHOUSE,339750,2.0,122.0,1070
PENTHOUSE,840000,4.0,274.0,1200
APARTMENT,249000,2.0,75.0,1200
APARTMENT,570000,3.0,160.0,1180
APARTMENT,690000,3.0,173.0,1180
FLAT,220000,0.0,49.0,1050
APARTMENT,625000,3.0,166.0,1160
APARTMENT,595000,3.0,215.0,1180
APARTMENT,625000,3.0,161.0,1180
APARTMENT,825000,4.0,325.0,1060
APARTMENT,850000,3.0,227.0,1180
PENTHOUSE,875000,3.0,195.0,1000
APARTMENT,895000,3.0,227.0,1050
APARTMENT,940000,3.0,196.0,1180
APARTMENT,210000,2.0,80.0,1081
APARTMENT,239150,2.0,81.0,1190
APARTMENT,252094,2.0,89.0,1190
PENTHOUSE,262938,2.0,89.0,1190
APARTMENT,550000,2.0,106.0,1050
APARTMENT,298000,2.0,95.0,1200
APARTMENT,370000,3.0,136.0,1140
APARTMENT,390000,2.0,90.0,1160
GROUND-FLOOR,585000,5.0,217.0,1180
FLAT,190000,1.0,39.0,1000
APARTMENT,209000,2.0,85.0,1080
APARTMENT,219000,3.0,98.0,1070
APARTMENT,250000,3.0,115.0,1190
APARTMENT,280000,2.0,100.0,1200
APARTMENT,330000,2.0,103.0,1200
APARTMENT,375000,3.0,130.0,1030
APARTMENT,549000,4.0,170.0,1150
APARTMENT,199000,2.0,86.0,1080
APARTMENT,199000,2.0,85.0,1081
APARTMENT,380000,3.0,149.0,1180
APARTMENT,602000,3.0,124.0,1050
FLAT,115000,0.0,37.0,1082
FLAT,165000,0.0,50.0,1030
FLAT,240000,0.0,62.0,1180
APARTMENT,282500,1.0,74.0,1180
APARTMENT,309000,2.0,99.0,1180
APARTMENT,354960,3.0,129.0,1070
APARTMENT,375000,2.0,105.0,1200
APARTMENT,395000,2.0,113.0,1070
APARTMENT,399000,2.0,113.0,1070
PENTHOUSE,476000,3.0,156.0,1130
PENTHOUSE,499000,3.0,214.0,1080
APARTMENT,580000,2.0,136.0,1160
APARTMENT,769000,2.0,142.0,1180
DUPLEX,775000,4.0,218.0,1200
DUPLEX,825000,4.0,238.0,1200
DUPLEX,890000,4.0,220.0,1200
APARTMENT,895000,4.0,325.0,1040
PENTHOUSE,910000,3.0,171.0,1000
PENTHOUSE,989600,2.0,137.0,1000
PENTHOUSE,989600,2.0,137.0,1050
APARTMENT,150000,0.0,26.0,1000
APARTMENT,169000,2.0,84.0,1090
APARTMENT,420000,2.0,116.0,1030
APARTMENT,485000,2.0,93.0,1000
PENTHOUSE,495000,2.0,179.0,1081
APARTMENT,199000,2.0,86.0,1080
APARTMENT,199000,2.0,90.0,1080
DUPLEX,378420,3.0,133.0,1070
APARTMENT,180000,1.0,58.0,1080
APARTMENT,145000,1.0,30.0,1030
APARTMENT,149000,1.0,28.0,1030
APARTMENT,169000,2.0,74.0,1020
APARTMENT,195000,1.0,60.0,1090
APARTMENT,229000,2.0,92.0,1020
APARTMENT,240000,3.0,113.0,1080
APARTMENT,240000,2.0,94.0,1090
PENTHOUSE,248000,2.0,82.0,1020
APARTMENT,250000,2.0,113.0,1080
APARTMENT,250000,2.0,101.0,1140
APARTMENT,265000,2.0,136.0,1030
APARTMENT,275000,2.0,110.0,1210
APARTMENT,285000,2.0,85.0,1180
APARTMENT,295000,1.0,66.0,1160
APARTMENT,299999,2.0,90.0,1200
FLAT,329500,0.0,56.0,1000
APARTMENT,358000,2.0,120.0,1030
PENTHOUSE,369000,2.0,103.0,1200
APARTMENT,395000,3.0,147.0,1020
PENTHOUSE,395000,1.0,70.0,1050
APARTMENT,395000,3.0,121.0,1180
APARTMENT,395000,2.0,139.0,1190
APARTMENT,419000,2.0,92.0,1050
APARTMENT,449000,2.0,115.0,1000
APARTMENT,450000,2.0,116.0,1200
APARTMENT,495000,3.0,149.0,1180
APARTMENT,520000,2.0,95.0,1000
APARTMENT,545000,2.0,197.0,1180
APARTMENT,566000,2.0,106.0,1000
APARTMENT,594500,2.0,119.0,1000
APARTMENT,609500,2.0,112.0,1000
APARTMENT,895000,3.0,240.0,1000
APARTMENT,895000,3.0,240.0,1000
APARTMENT,900000,4.0,261.0,1180
LOFT,949000,3.0,198.0,1160
APARTMENT,1125000,3.0,233.0,1050
APARTMENT,470000,3.0,115.0,1000
APARTMENT,354960,3.0,129.0,1070
DUPLEX,367200,3.0,133.0,1070
APARTMENT,625000,3.0,161.0,1180
APARTMENT,199000,1.0,71.0,1070
APARTMENT,249000,1.0,55.0,1000
APARTMENT,650000,3.0,164.0,1200
APARTMENT,199000,2.0,82.0,1120
APARTMENT,385000,2.0,101.0,1180
APARTMENT,470000,2.0,100.0,1170
PENTHOUSE,775000,4.0,238.0,1200
APARTMENT,850000,4.0,294.0,1050
APARTMENT,890000,2.0,110.0,1000
DUPLEX,900000,3.0,165.0,1190
APARTMENT,1150000,4.0,260.0,1000
APARTMENT,1170000,4.0,308.0,1150
APARTMENT,1195000,2.0,200.0,1180
PENTHOUSE,2250000,3.0,280.0,1180
APARTMENT,160000,1.0,59.0,1080
GROUND-FLOOR,657000,2.0,113.0,1160
APARTMENT,320000,2.0,100.0,1030
GROUND-FLOOR,650000,2.0,180.0,1150
APARTMENT,230000,1.0,70.0,1000
APARTMENT,395000,3.0,270.0,1000
DUPLEX,425000,4.0,225.0,1000
APARTMENT,655000,3.0,140.0,1160
DUPLEX,675000,5.0,170.0,1170
APARTMENT,850000,4.0,294.0,1000
FLAT,160000,1.0,35.0,1160
APARTMENT,165000,1.0,51.0,1083
APARTMENT,190000,2.0,77.0,1080
APARTMENT,330000,3.0,104.0,1200
APARTMENT,250000,2.0,85.0,1150
DUPLEX,367200,3.0,133.0,1070
DUPLEX,371280,3.0,133.0,1070
APARTMENT,495720,3.0,132.0,1070
APARTMENT,514080,3.0,137.0,1070
APARTMENT,680000,3.0,145.0,1180
FLAT,174000,0.0,40.0,1200
GROUND-FLOOR,445000,1.0,85.0,1050
APARTMENT,289000,1.0,87.0,1140
FLAT,87500,1.0,42.0,1080
APARTMENT,230000,1.0,64.0,1040
FLAT,85000,0.0,20.0,1070
APARTMENT,179000,2.0,90.0,1080
APARTMENT,179000,2.0,75.0,1090
APARTMENT,205000,2.0,85.0,1140
APARTMENT,210000,2.0,95.0,1080
APARTMENT,210000,2.0,85.0,1090
APARTMENT,215000,2.0,95.0,1080
APARTMENT,215000,2.0,69.0,1160
APARTMENT,220000,2.0,80.0,1080
APARTMENT,225000,2.0,95.0,1070
APARTMENT,225000,2.0,85.0,1082
PENTHOUSE,249000,2.0,80.0,1020
DUPLEX,249000,3.0,125.0,1030
FLAT,249500,0.0,46.0,1160
APARTMENT,250000,2.0,113.0,1000
APARTMENT,267000,1.0,71.0,1000
APARTMENT,269000,3.0,105.0,1020
APARTMENT,280000,2.0,97.0,1050
APARTMENT,288000,1.0,75.0,1000
APARTMENT,288000,1.0,66.0,1000
APARTMENT,289000,4.0,150.0,1070
APARTMENT,298000,2.0,97.0,1000
APARTMENT,298000,2.0,97.0,1030
APARTMENT,307000,2.0,100.0,1000
APARTMENT,332000,3.0,114.0,1070
PENTHOUSE,370000,3.0,156.0,1050
APARTMENT,385000,1.0,72.0,1050
APARTMENT,410000,1.0,70.0,1050
DUPLEX,445000,4.0,220.0,1090
PENTHOUSE,526000,3.0,144.0,1000
APARTMENT,875000,2.0,180.0,1150
PENTHOUSE,975000,3.0,196.0,1040
APARTMENT,1200000,3.0,216.0,1050
PENTHOUSE,1326000,3.0,211.0,1150
PENTHOUSE,1396000,3.0,202.0,1150
DUPLEX,1400000,3.0,400.0,1000
APARTMENT,1500000,3.0,220.0,1180
APARTMENT,1550000,5.0,270.0,1180
APARTMENT,235000,2.0,95.0,1090
APARTMENT,260000,1.0,50.0,1160
APARTMENT,990000,3.0,223.0,1180
PENTHOUSE,315000,3.0,93.0,1190
APARTMENT,335000,2.0,110.0,1140
APARTMENT,357000,3.0,129.0,1070
APARTMENT,379000,2.0,97.0,1200
DUPLEX,464500,2.0,137.0,1200
APARTMENT,499000,3.0,124.0,1200
APARTMENT,514080,3.0,137.0,1070
GROUND-FLOOR,524500,3.0,124.0,1180
APARTMENT,784500,2.0,113.0,1150
APARTMENT,1500000,3.0,220.0,1180
APARTMENT,2950000,3.0,462.0,1050
APARTMENT,267000,2.0,103.0,1090
APARTMENT,315000,2.0,81.0,1200
LOFT,490000,3.0,221.0,1080
APARTMENT,244000,2.0,78.0,1080
APARTMENT,245000,1.0,79.0,1030
APARTMENT,275000,1.0,64.0,1000
FLAT,130000,0.0,46.0,1080
FLAT,165000,0.0,50.0,1030
APARTMENT,189000,1.0,70.0,1083
DUPLEX,250000,3.0,135.0,1070
DUPLEX,250000,3.0,135.0,1070
